Id,ConceptName,Question,AnswerText
125,Understand that one whole is a fraction whose numerator and denominator are equal.,<p>Which of the following fractions equals one whole?</p>,"Right:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$2$</span>2</span></p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{8}{4}$</span><span class=""fraction non-leaf""><span class=""numerator"">8</span><span class=""denominator"">4</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{11}{20}$</span><span class=""fraction non-leaf""><span class=""numerator"">11</span><span class=""denominator"">20</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{4}{1}$</span><span class=""fraction non-leaf""><span class=""numerator"">4</span><span class=""denominator"">1</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{4}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">4</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>2</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{5}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">5</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{6}{7}$</span><span class=""fraction non-leaf""><span class=""numerator"">6</span><span class=""denominator"">7</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{6}{5}$</span><span class=""fraction non-leaf""><span class=""numerator"">6</span><span class=""denominator"">5</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{5}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">5</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{3}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">3</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{9}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">9</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{9}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">9</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{4}{12}$</span><span class=""fraction non-leaf""><span class=""numerator"">4</span><span class=""denominator"">12</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$4$</span>4</span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{4}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">4</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{4}{1}$</span><span class=""fraction non-leaf""><span class=""numerator"">4</span><span class=""denominator"">1</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>"
126,Express whole numbers as fractions having 1 in the denominator using visual models.,<p>Which of the following fractions represents 9 in the fraction form?</p>,"Right:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{9}{1}$</span><span class=""fraction non-leaf""><span class=""numerator"">9</span><span class=""denominator"">1</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{9}{9}$</span><span class=""fraction non-leaf""><span class=""numerator"">9</span><span class=""denominator"">9</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{1}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">1</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{9}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">9</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;&nbsp;</p>"
127,Express whole numbers as fractions having 1 in the denominator using the number line.,<p>Which pair of values are located at the same point on a number line?</p>,"Right:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{2}$</span><span class=""cursor"">&zwj;</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">2</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{4}{4}$</span><span class=""fraction non-leaf""><span class=""numerator"">4</span><span class=""denominator"">4</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{9}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">9</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;and 6</p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{4}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">4</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{1}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">1</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{3}{3}$</span><span class=""cursor"">&zwj;</span><span class=""fraction non-leaf""><span class=""numerator"">3</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{6}{4}$</span><span class=""fraction non-leaf""><span class=""numerator"">6</span><span class=""denominator"">4</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{4}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">4</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;and <span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$4$</span>4</span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{10}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">10</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;and&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$5$</span>5</span></p>"
128,Compare simple fractions using area models.,"<p>Select the suitable fraction to fill the blank to make the comparison sentence true.&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{4}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">4</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;&gt;<span style=""text-decoration: underline;"">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>","Right:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{2}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">2</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{5}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">5</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{3}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">3</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{9}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">9</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>"
129,Compare simple fractions using the number line.,"<p>Select the suitable fraction to fill the blank to make the comparison sentence true.&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{4}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">4</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;&gt;<span style=""text-decoration: underline;"">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>","Right:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{2}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">2</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{5}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">5</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{3}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">3</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{2}{9}$</span><span class=""fraction non-leaf""><span class=""numerator"">2</span><span class=""denominator"">9</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>,Wrong:<p><span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{1}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">1</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span></p>"
130,Compare fractions having equal denominators.,"<p>Which of the following fractions is smaller than&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{4}{5}$</span><span class=""fraction non-leaf""><span class=""numerator"">4</span><span class=""denominator"">5</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;?</p>","Right:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{6}{8}$</span><span class=""fraction non-leaf""><span class=""numerator"">6</span><span class=""denominator"">8</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{3}{3}$</span><span class=""fraction non-leaf""><span class=""numerator"">3</span><span class=""denominator"">3</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{7}{8}$</span><span class=""fraction non-leaf""><span class=""numerator"">7</span><span class=""denominator"">8</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{9}{10}$</span><span class=""fraction non-leaf""><span class=""numerator"">9</span><span class=""denominator"">10</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{7}{7}$</span><span class=""fraction non-leaf""><span class=""numerator"">7</span><span class=""denominator"">7</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{7}{8}$</span><span class=""fraction non-leaf""><span class=""numerator"">7</span><span class=""denominator"">8</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>,Wrong:<p>&nbsp;<span class=""rendered-latex mathquill-rendered-math hasCursor"" contenteditable=""false""><span class=""selectable"">$\frac{6}{6}$</span><span class=""fraction non-leaf""><span class=""numerator"">6</span><span class=""denominator"">6</span><span style=""display: inline-block; width: 0;"">&nbsp;</span></span></span>&nbsp;</p>"
131,Solve word problems involving adding minutes using the number line.,<p>John&rsquo;s mom started cooking at 3:15 and it took 40 minutes for the meal to be ready. At what time did she finish cooking?</p>,"Right:<p>6:40</p>,Wrong:<p>3:35</p>,Wrong:<p>3:30</p>,Wrong:<p>3:40</p>,Wrong:<p>6:45</p>,Wrong:<p>6:04</p>,Wrong:<p>6:35</p>"
132,Solve word problems involving subtracting minutes using the number line.,<p>Jeff went to the gym at 1:25 and he got back home at 2:50. How long did Jeff stay at the gym?</p>,"Right:<p>40&nbsp;minutes</p>,Wrong:<p>2 hours and 55 minutes</p>,Wrong:<p>3 hours and 45 minutes</p>,Wrong:<p>d) 2 hours and 05 minutes</p>,Wrong:<p>45 minutes</p>,Wrong:<p>25&nbsp;minutes</p>,Wrong:<p>35&nbsp;minutes</p>,Wrong:<p>6:55</p>,Wrong:<p>5:55</p>,Wrong:<p>5:45</p>,Wrong:<p>30&nbsp;minutes</p>,Wrong:<p>20&nbsp;minutes</p>,Wrong:<p>35&nbsp;minutes</p>"
133,Measure mass using units of kilogram.,<p>Which is the most reasonable measure for the weight of a rabbit?</p>,"Right:<p>human body</p>,Wrong:<p>1 g</p>,Wrong:<p>2 g</p>,Wrong:<p>200 kg</p>,Wrong:<p>paper clip</p>,Wrong:<p>spider</p>,Wrong:<p>feather</p>"
134,Measure mass using units of gram.,<p>Which is the most reasonable measure for the weight of a rabbit?</p>,"Right:<p>human body</p>,Wrong:<p>1 g</p>,Wrong:<p>2 g</p>,Wrong:<p>200 kg</p>,Wrong:<p>paper clip</p>,Wrong:<p>spider</p>,Wrong:<p>feather</p>"
135,Subtract whole measurements of mass in standard units.,<p>Dana has 250 grams of candies; she gave her brother 135 grams. How many grams of candies are remaining with her?</p>,"Right:<p>598 grams</p>,Wrong:<p>385 grams</p>,Wrong:<p>155 grams</p>,Wrong:<p>420&nbsp;grams</p>,Wrong:<p>600 grams</p>,Wrong:<p>650 grams</p>,Wrong:<p>549 grams</p>"
136,Multiply whole measurements of mass using repeated addition.,"<p>Jane bought 9 cupcakes. If each cupcake weighs 80 grams, how many grams of cupcakes did she buy in total?</p>","Right:<p>180 grams</p>,Wrong:<p>700 grams</p>,Wrong:<p>750 grams</p>,Wrong:<p>890&nbsp;grams</p>,Wrong:<p>33 kilograms</p>,Wrong:<p>17 kilograms</p>,Wrong:<p>25&nbsp;kilograms</p>,Wrong:<p>170 grams</p>,Wrong:<p>750 grams</p>,Wrong:<p>36 kilograms</p>"
137,Multiplying whole measurements of volume using repeated addition.,"<p>A seller has 8 juice containers. If each container has 5 liters of juice, how many liters of juice does the seller have in total?</p>","Right:<p>40</p>,Wrong:<p>13</p>,Wrong:<p>18</p>,Wrong:<p>45</p>"
138,Multiply whole-number measurements of length of the sides of a rectangle to find the area in the context of a real-world problem.,"<p>Ahmad wants to find the area of his rectangular garden, if its length is 8 m and its width is 7 m, what is the area of Ahmad's garden?&nbsp;</p>","Right:<p>72 square centimeters</p>,Wrong:<p>51 m<sup>2</sup></p>,Wrong:<p>65 m<sup>2</sup></p>,Wrong:<p>75 m<sup>2</sup></p>,Wrong:<p>63 square centimeters</p>,Wrong:<p>17 square centimeters</p>,Wrong:<p>81 square centimeters</p>"
139,Recognize squares as a sub-category of rectangles.,<p>The shape that has 4 equal sides and 4 equal square corners is:</p>,"Right:<p>Both have 4 square corners</p>,Wrong:<p>Rectangle</p>,Wrong:<p>triangle</p>,Wrong:<p>Circle</p>,Wrong:<p>4 equal sides and 4 different corners</p>,Wrong:<p>4 equal sides and 4 equal corners</p>,Wrong:<p>2 different sides and 2 different corners.</p>,Wrong:<p>A square has 2 equal sides and a rectangle has 4 equal sides.</p>,Wrong:<p>Both have 4 equal sides</p>,Wrong:<p>Both have 4 different corners</p>,Wrong:<p>Both have 4 different sides</p>"